"nom_loc","cve_col","nom_col","viviendas_totales","poblacion_total","pctj_mujeres","pctj_hombres","pctj_menores18","pctj_adultos18_59","pctj_60ymas","escolaridad_años_prom","nivel_escolaridad_prom"
"Bacame Nuevo","260260008228","BACAME NUEVO",1014,3220,"50.4%","49.6%","31%","53.8%","15.2%",9.2,"Secundaria"
"Bacobampo","2602600111153","LOS JARDINES",170,538,"47.3%","52.7%","40.1%","51.9%","8%",9.3,"Secundaria"
"Bacobampo","2602600111969","SAN ANGEL",4,12,"41.7%","58.3%","58.3%","41.7%","0%",7.9,"Primaria"
"Bacobampo","2602600116402","MARIA LUZ DE BARRAZA",69,187,"51.1%","48.9%","42.2%","57.8%","0%",11,"Secundaria"
"Bacobampo","2602600116403","FEDERICO ZAZUETA",41,94,"47.3%","52.7%","37.2%","62.8%","0%",10.7,"Secundaria"
"Bacobampo","2602600116566","FLOR AZUL",43,112,"51.4%","48.6%","47.3%","50%","2.7%",9.3,"Secundaria"
"Bacobampo","2602600116567","LAS ARBOLEDAS",42,89,"53.2%","46.8%","55.1%","44.9%","0%",10.3,"Secundaria"
"Bacobampo","260260011868","LUIS DONALDO COLOSIO (LAS TAPADITAS)",76,232,"53.3%","46.7%","28%","52.6%","19.4%",10.8,"Secundaria"
"Bacobampo","260260011874","EL RESBALON",109,369,"48.3%","51.7%","31.4%","49.6%","19%",9.9,"Secundaria"
"Bacobampo","260260011875","BELLA VISTA",30,71,"50.7%","49.3%","19.7%","53.5%","26.8%",10.8,"Secundaria"
"Bacobampo","260260011876","BARRAZA",125,384,"51.7%","48.3%","38.5%","55.5%","6%",10.5,"Secundaria"
"Bacobampo","260260011877","EL RINCON",56,166,"56.6%","43.4%","25.9%","47%","27.1%",11.9,"Secundaria"
"Bacobampo","260260011878","CENTRO",682,1892,"52.8%","47.2%","24%","53.1%","22.9%",10.9,"Secundaria"
"Bacobampo","260260011879","EL RASTRO",33,120,"57.5%","42.5%","27.5%","59.2%","13.3%",11.2,"Secundaria"
"Bacobampo","260260011881","EL ALHUATE",627,1844,"49.9%","50.1%","26.7%","53.5%","19.7%",10.5,"Secundaria"
"Bacobampo","260260011882","EL ALTO GUAYPARIN",134,454,"52%","48%","27.1%","52.2%","20.7%",9.9,"Secundaria"
"Bacobampo","260260011883","SALUBRIDAD",99,347,"51.6%","48.4%","31.7%","58.2%","10.1%",10.4,"Secundaria"
"Bacobampo","260260011884","EL SIFON",22,52,"40.4%","59.6%","28.8%","55.8%","15.4%",12.3,"Secundaria"
"Bacobampo","260260011885","LA CUCHILLA",27,62,"54.8%","45.2%","22.6%","64.5%","12.9%",11.5,"Secundaria"
"Bacobampo","260260011887","EL COMPARTO",84,245,"51%","49%","31.4%","50.2%","18.4%",9.4,"Secundaria"
"Bacobampo","260260011888","TIERRAS DE CULTIVO",56,161,"52.8%","47.2%","25.5%","57.8%","16.8%",9.2,"Secundaria"
"Bacobampo","260260011941","CAMPO 9",272,818,"49.2%","50.8%","33%","51.7%","15.3%",9.1,"Secundaria"
"Basconcobe","260260012956","BASCONCOBE",954,2899,"50.4%","49.6%","30.3%","52.6%","17.1%",10.4,"Secundaria"
"Buaysiacobe","260260019914","BUAYSIACOBE",1171,4709,"47.9%","52.1%","37.3%","54.3%","8.4%",8.8,"Primaria"
"Sahuaral","260260067961","EL SAHUARAL",749,2817,"48.3%","51.7%","32.1%","54.9%","13%",9.3,"Secundaria"
"Fronteras","260270001370","EJIDAL",71,167,"47.7%","52.3%","40.7%","47.9%","11.4%",8.9,"Primaria"
"Fronteras","260270001371","BALCON",88,172,"47.3%","52.7%","33.7%","47.1%","19.2%",7.4,"Primaria"
"Fronteras","260270001372","CENTRO",89,177,"49.7%","50.3%","33.3%","46.3%","20.3%",9.2,"Secundaria"
"Fronteras","260270001374","FERROCARRIL",144,288,"53.1%","46.9%","30.2%","51.4%","18.4%",8.5,"Primaria"
"Esqueda","2602700451054","LOS ALAMOS",18,37,"48.5%","51.5%","40.5%","51.4%","8.1%",9.1,"Secundaria"
"Esqueda","2602700451055","INFONAVIT",148,440,"50.2%","49.8%","39.3%","58.9%","1.8%",9.9,"Secundaria"
"Esqueda","2602700451056","CENTRO",451,1089,"50.6%","49.4%","31.6%","57.3%","11.1%",9.4,"Secundaria"
"Esqueda","2602700451057","EL BAJIO",141,378,"47.1%","52.9%","37.8%","57.7%","4.5%",10.4,"Secundaria"
"Esqueda","2602700451058","EJIDAL",190,548,"51.1%","48.9%","38.9%","55.3%","5.8%",9.6,"Secundaria"
"Esqueda","260270045260","MINERA",528,1775,"49.7%","50.3%","43.1%","55.5%","1.4%",10.4,"Secundaria"
"Esqueda","260270045261","SANTA  FE",268,788,"49.3%","50.7%","40.5%","53.9%","5.6%",8.8,"Primaria"
"Esqueda","260270045262","SUBPACIFICO",120,229,"51.6%","48.4%","29.3%","57.2%","13.5%",10.3,"Secundaria"
"Esqueda","260270045263","DEL RIO",183,482,"48.1%","51.9%","33.4%","57.3%","9.3%",12.7,"Secundaria"
"Esqueda","260270045264","DEL VALLE",64,140,"49.2%","50.8%","33.6%","66.4%","0%",14.6,"Preparatoria"
"Esqueda","2602700456254","MESA BONITA",184,549,"47.4%","52.6%","51.9%","46.8%","1.3%",9.2,"Secundaria"
"Esqueda","2602700456426","LAMADRID",33,90,"49.2%","50.8%","60%","40%","0%",9.4,"Secundaria"
"Esqueda","2602700456649","EL GALLO",58,127,"36.4%","63.6%","73.2%","26.8%","0%",11.4,"Secundaria"
"Esqueda","2602700456823","ENCINO",121,339,"54.6%","45.4%","52.2%","44.5%","3.2%",9.5,"Secundaria"
"Esqueda","2602700456824","ATERRIZAJE",18,51,"52.6%","47.4%","54.9%","45.1%","0%",8.6,"Primaria"
"Esqueda","2602700456825","LAGUNA",15,43,"51.2%","48.8%","39.5%","60.5%","0%",9.3,"Secundaria"
"Esqueda","2602700456826","GILBERTO LUNA",52,133,"51.1%","48.9%","41.4%","58.6%","0%",10.1,"Secundaria"
"Granados","2602800016272","CENTRO",526,1003,"48.1%","51.9%","32.9%","47.1%","20%",9,"Secundaria"
"Heroica Guaymas","26029000110","SAN BERNARDO",82,196,"55.6%","44.4%","18.4%","57.1%","24.5%",12.9,"Secundaria"
"Heroica Guaymas","2602900011061","SIN NOMBRE 061",1,2,NA,NA,NA,NA,NA,NA,NA
"Heroica Guaymas","2602900011094","PANTEON - CERESO",109,819,"46.9%","53.1%","78.3%","21.7%","0%",10.2,"Secundaria"
"Heroica Guaymas","2602900011105","13 DE ENERO",2,5,NA,NA,NA,NA,NA,NA,NA
"Heroica Guaymas","2602900011108","PETROLERA",1011,2648,"51.1%","48.9%","23%","60.3%","16.7%",12.1,"Secundaria"
"Heroica Guaymas","2602900011110","PLAYA VISTA",95,255,"52.5%","47.5%","31.4%","62.7%","5.9%",13.1,"Preparatoria"
"Heroica Guaymas","2602900011125","LAS FLORES",11,36,"50%","50%","38.9%","61.1%","0%",14.4,"Preparatoria"
"Heroica Guaymas","2602900011131","SAN GERMAN",259,705,"50.2%","49.8%","28.2%","63%","8.8%",11,"Secundaria"
"Heroica Guaymas","2602900011135","AMPLIACION  LOMA BONITA",20,47,"47.2%","52.8%","51.1%","48.9%","0%",10.4,"Secundaria"
"Heroica Guaymas","2602900011145","VISTA DORADA",258,726,"51.5%","48.5%","29.1%","66.3%","4.7%",10.8,"Secundaria"
"Heroica Guaymas","2602900011146","LAS TORRES",121,348,"50.9%","49.1%","24.4%","65.5%","10.1%",12,"Secundaria"
"Heroica Guaymas","2602900011164","PRIVADA DE CORTEZ",47,127,"47.2%","52.8%","27.6%","61.4%","11%",13.9,"Preparatoria"
"Heroica Guaymas","2602900011166","MARIANA",88,265,"55.8%","44.2%","23%","61.9%","15.1%",12.4,"Secundaria"
"Heroica Guaymas","2602900011206","SIN NOMBRE 206",0,0,NA,NA,NA,NA,NA,NA,NA
"Heroica Guaymas","26029000113","22 DE NOVIEMBRE",119,340,"47.6%","52.4%","23.2%","61.5%","15.3%",9,"Secundaria"
"Heroica Guaymas","2602900011320","PRIVADA LOS PRADOS",280,849,"53.1%","46.9%","34.7%","60%","5.3%",12,"Secundaria"
"Heroica Guaymas","2602900011321","CERRADA PLAYA VISTA",43,106,"55.7%","44.3%","31.1%","61.3%","7.5%",13.9,"Preparatoria"
"Heroica Guaymas","26029000115","COSTA AZUL",108,294,"49.3%","50.7%","24.1%","57.1%","18.7%",12.8,"Secundaria"
"Heroica Guaymas","26029000117","LINDA VISTA",280,691,"50.7%","49.3%","26.8%","66.6%","6.7%",10.7,"Secundaria"
"Heroica Guaymas","260290001174","COLINAS DE FATIMA",265,713,"49%","51%","35.2%","55.4%","9.4%",8.5,"Primaria"
"Heroica Guaymas","260290001176","TERMOELECTRICA",317,761,"50.3%","49.7%","22.3%","54.4%","23.3%",10.3,"Secundaria"
"Heroica Guaymas","260290001177","MONTE LOLITA",166,452,"50.2%","49.8%","25.9%","55.5%","18.6%",8.8,"Primaria"
"Heroica Guaymas","260290001179","PUNTA DE ARENA",727,1800,"48.2%","51.8%","26.1%","54.3%","19.6%",9.3,"Secundaria"
"Heroica Guaymas","26029000118","LOS ARRECIFES",317,851,"48.3%","51.7%","31.8%","61.2%","6.9%",10.4,"Secundaria"
"Heroica Guaymas","260290001185","GOLONDRINAS",613,1527,"49.1%","50.9%","30.8%","53.5%","15.7%",8.9,"Primaria"
"Heroica Guaymas","260290001188","GUARIDA DEL TIGRE",199,566,"48.7%","51.3%","30%","54.1%","15.9%",9.3,"Secundaria"
"Heroica Guaymas","2602900011887","PEDREGAL",483,1406,"50.6%","49.4%","31.3%","61.7%","7%",11.5,"Secundaria"
"Heroica Guaymas","260290001190","CENTRO",3327,7104,"52.1%","47.9%","22.9%","53%","24.2%",10.4,"Secundaria"
"Heroica Guaymas","260290001191","BUROCRATA ( JARDINES )",526,1291,"52.3%","47.7%","19%","54.1%","27%",11.9,"Secundaria"
"Heroica Guaymas","260290001192","AMPLIACION BUROCRATA",60,160,"48.6%","51.4%","35.6%","48.8%","15.6%",11.7,"Secundaria"
"Heroica Guaymas","2602900011925","MARSELLA",308,896,"51.1%","48.9%","32.4%","62.2%","5.5%",12.9,"Secundaria"
"Heroica Guaymas","2602900011926","NIZA",1208,3149,"51.5%","48.5%","35.1%","60.4%","4.5%",10.9,"Secundaria"
"Heroica Guaymas","260290001193","LAS DELICIAS",497,966,"54.1%","45.9%","17.8%","54.8%","27.4%",13.4,"Preparatoria"
"Heroica Guaymas","260290001194","29 DE NOVIEMBRE",259,695,"50.3%","49.7%","22.4%","57.1%","20.4%",9.4,"Secundaria"
"Heroica Guaymas","2602900011943","13 DE JULIO",532,1533,"49.8%","50.2%","40.2%","56.8%","2.9%",9.5,"Secundaria"
"Heroica Guaymas","260290001195","NACIONALIZACION DEL GOLFO",283,826,"52.6%","47.4%","31.5%","55.2%","13.3%",10.2,"Secundaria"
"Heroica Guaymas","2602900011968","VILLA SOFIA",147,448,"51.3%","48.7%","35.3%","60.7%","4%",13.9,"Preparatoria"
"Heroica Guaymas","260290001197","PERIODISTA",303,869,"50.8%","49.2%","32.9%","58.2%","8.9%",9.7,"Secundaria"
"Heroica Guaymas","260290001198","POPULAR",273,812,"50.8%","49.2%","29.9%","61.3%","8.7%",8.2,"Primaria"
"Heroica Guaymas","260290001199","AMPLIACION MIGUEL HIDALGO",146,453,"47.9%","52.1%","36.2%","56.7%","7.1%",9.1,"Secundaria"
"Heroica Guaymas","2602900012","CERRO GANDEREÑO",166,422,"50.6%","49.4%","23.2%","55.9%","20.9%",8.6,"Primaria"
"Heroica Guaymas","26029000120","LAS PRADERAS",51,149,"51.7%","48.3%","25.5%","67.8%","6.7%",12,"Secundaria"
"Heroica Guaymas","260290001200","LAS COLINAS",427,1188,"52.6%","47.4%","28.8%","57.5%","13.7%",10.6,"Secundaria"
"Heroica Guaymas","2602900012006","LAS BRISAS",160,429,"48.2%","51.8%","30.1%","61.1%","8.9%",13.9,"Preparatoria"
"Heroica Guaymas","2602900012007","OCOTILLO",896,2399,"51.4%","48.6%","34.7%","61.7%","3.6%",9.8,"Secundaria"
"Heroica Guaymas","2602900012008","SANTA FE",162,424,"50.2%","49.8%","28.5%","63%","8.5%",13.8,"Preparatoria"
"Heroica Guaymas","260290001201","PLAYA DE CORTEZ",131,343,"51.7%","48.3%","32.7%","58.3%","9%",10.3,"Secundaria"
"Heroica Guaymas","2602900012014","RESIDENCIAL REAL DE CORTES",54,136,"52.9%","47.1%","25%","60.3%","14.7%",14.5,"Preparatoria"
"Heroica Guaymas","2602900012015","PRIVADA DE CORTEZ II",56,112,"50.9%","49.1%","33.9%","63.4%","2.7%",14.9,"Preparatoria"
"Heroica Guaymas","2602900012016","MONTE BELLO",83,224,"51.4%","48.6%","36.6%","63.4%","0%",10.4,"Secundaria"
"Heroica Guaymas","2602900012017","RESIDENCIAL VALLE DEL MAR",646,1613,"52.3%","47.7%","35.9%","61.2%","2.9%",10,"Secundaria"
"Heroica Guaymas","260290001202","AMPLIACION NACIONALIZACION DEL GOLFO",323,799,"49.4%","50.6%","26.4%","60.3%","13.3%",10.4,"Secundaria"
"Heroica Guaymas","260290001204","23 DE MARZO",192,483,"49.3%","50.7%","33.5%","57.8%","8.7%",9,"Secundaria"
"Heroica Guaymas","260290001206","18 DE NOVIEMBRE",457,1313,"50.2%","49.8%","35%","57.1%","7.8%",9.5,"Secundaria"
"Heroica Guaymas","260290001207","LAS PALMAS",528,1588,"51.9%","48.1%","26.4%","55.3%","18.3%",10.3,"Secundaria"
"Heroica Guaymas","260290001208","EL CENTENARIO",107,316,"47.4%","52.6%","34.8%","61.4%","3.8%",11.2,"Secundaria"
"Heroica Guaymas","260290001209","DEPORTIVA JULIO ALFONSO ALFONSO",42,116,"53.4%","46.6%","25.9%","60.3%","13.8%",10.9,"Secundaria"
"Heroica Guaymas","2602900012094","LAS PERLAS",80,226,"50%","50%","43.4%","53.1%","3.5%",14.7,"Preparatoria"
"Heroica Guaymas","260290001211","23 DE NOVIEMBRE",49,142,"47.5%","52.5%","39.4%","58.5%","2.1%",13.1,"Preparatoria"
"Heroica Guaymas","260290001212","LOMA BONITA",118,417,"51.2%","48.8%","36.2%","61.9%","1.9%",10.6,"Secundaria"
"Heroica Guaymas","2602900012126","SAN MARINO",315,754,"52.3%","47.7%","33%","60.1%","6.9%",9.5,"Secundaria"
"Heroica Guaymas","260290001213","SAHUARIPA O MANUEL R BOBADILLA",436,1362,"49.9%","50.1%","33.7%","53.5%","12.8%",11.1,"Secundaria"
"Heroica Guaymas","260290001214","MISION DEL SOL",508,1436,"51%","49%","29.9%","65%","5.1%",11,"Secundaria"
"Heroica Guaymas","260290001215","TETABIATE",177,532,"53%","47%","35.9%","61.8%","2.3%",10.2,"Secundaria"
"Heroica Guaymas","2602900012152","SAN GERONIMO",879,2541,"51%","49%","38.1%","58.8%","3.1%",10.8,"Secundaria"
"Heroica Guaymas","2602900012165","EL DIAMANTE 2",259,708,"48.4%","51.6%","34.3%","60.9%","4.8%",10.8,"Secundaria"
"Heroica Guaymas","26029000122","CARLOS ROMERO DESCHAMPS",177,489,"53.4%","46.6%","25.8%","68.1%","6.1%",10.7,"Secundaria"
"Heroica Guaymas","2602900012236","LA CHOLLA",208,629,"53.9%","46.1%","40.9%","56.9%","2.2%",10.4,"Secundaria"
"Heroica Guaymas","2602900012268","SAHUARI",76,166,"51.2%","48.8%","37.3%","60.2%","2.4%",11,"Secundaria"
"Heroica Guaymas","2602900012283","PERLA MARINA",560,1549,"50.2%","49.8%","37.5%","59.9%","2.6%",10.8,"Secundaria"
"Heroica Guaymas","2602900012284","OCOTILLO - SECCION SAN GERMAN",706,1861,"49.3%","50.7%","37.1%","58%","4.9%",9.4,"Secundaria"
"Heroica Guaymas","26029000123","EL MIRADOR",457,1161,"48.7%","51.3%","35.1%","56%","8.9%",9.3,"Secundaria"
"Heroica Guaymas","2602900012309","SAN VICENTE",2890,7496,"52.1%","47.9%","23.3%","54.1%","22.6%",10.2,"Secundaria"
"Heroica Guaymas","2602900012345","VILLAS DEL TULAR",595,1493,"51%","49%","35%","62.7%","2.3%",13.9,"Preparatoria"
"Heroica Guaymas","26029000125","VILLAS DEL PUERTO",231,747,"50.5%","49.5%","29.6%","66.7%","3.7%",10.3,"Secundaria"
"Heroica Guaymas","260290001282","COLINAS DE MIRAMAR",127,302,"54%","46%","33.1%","62.3%","4.6%",13,"Preparatoria"
"Heroica Guaymas","260290001283","EL ROBLE",128,367,"51%","49%","31.9%","67%","1.1%",11.5,"Secundaria"
"Heroica Guaymas","26029000129","LOS LAGOS",217,469,"52.9%","47.1%","16.8%","67.4%","15.8%",11.9,"Secundaria"
"Heroica Guaymas","260290001296","VILLA DE MIRAMAR",484,1269,"50%","50%","19.8%","60.4%","19.8%",14.2,"Preparatoria"
"Heroica Guaymas","260290001297","LOMAS DE CORTEZ",273,709,"51.2%","48.8%","25%","62.1%","13%",14.7,"Preparatoria"
"Heroica Guaymas","260290001298","LOMAS DE MIRAMAR",141,322,"55.3%","44.7%","30.7%","53.4%","15.8%",14.4,"Preparatoria"
"Heroica Guaymas","260290001299","ALAMOS",140,429,"50.6%","49.4%","24.5%","66.9%","8.6%",12,"Secundaria"
"Heroica Guaymas","2602900013","LA CANTERA",457,1126,"48.5%","51.5%","22.9%","56.3%","20.8%",9.7,"Secundaria"
"Heroica Guaymas","260290001300","AMERICA",168,561,"53.2%","46.8%","32.4%","56.9%","10.7%",11.9,"Secundaria"
"Heroica Guaymas","260290001301","LOMA DORADA",179,376,"51.6%","48.4%","28.2%","65.4%","6.4%",11.3,"Secundaria"
"Heroica Guaymas","260290001302","SONORA",198,560,"50.5%","49.5%","26.6%","65.4%","8%",12.7,"Secundaria"
"Heroica Guaymas","260290001303","FOVISSSTE",549,1491,"53%","47%","21.6%","54.9%","23.5%",12.6,"Secundaria"
"Heroica Guaymas","260290001304","LAS VILLAS",196,458,"57.4%","42.6%","15.9%","54.4%","29.7%",13,"Preparatoria"
"Heroica Guaymas","260290001305","GUADALUPE",136,233,"44%","56%","24.5%","59.7%","15.9%",13,"Preparatoria"
"Heroica Guaymas","260290001306","RODRIGUEZ ALCAINE",165,339,"51.3%","48.7%","19.8%","52.5%","27.7%",12.6,"Secundaria"
"Heroica Guaymas","260290001309","LAS PLAZAS II",331,930,"50.4%","49.6%","28.9%","63.8%","7.3%",12.7,"Secundaria"
"Heroica Guaymas","26029000131","VALLE BONITO",171,475,"48%","52%","31.6%","63.4%","5.1%",9.9,"Secundaria"
"Heroica Guaymas","260290001310","LAS PLAZAS",312,780,"53.4%","46.6%","19.4%","54.2%","26.4%",12.8,"Secundaria"
"Heroica Guaymas","260290001314","MIGUEL HIDALGO",946,2577,"50.1%","49.9%","26.3%","54.1%","19.6%",9.2,"Secundaria"
"Heroica Guaymas","260290001315","LAS PLAYITAS",351,937,"52.9%","47.1%","30.9%","57.8%","11.2%",10.9,"Secundaria"
"Heroica Guaymas","260290001316","LOPEZ MATEOS",299,880,"52.6%","47.4%","27.2%","58.3%","14.5%",9.9,"Secundaria"
"Heroica Guaymas","260290001317","FUENTES RODRIGUEZ",60,173,"48%","52%","36.4%","54.3%","9.2%",10.5,"Secundaria"
"Heroica Guaymas","260290001318","LA PENINSULA",8,16,"42.9%","57.1%","25%","75%","0%",13.2,"Preparatoria"
"Heroica Guaymas","260290001319","SECTOR VARADERO",25,98,"61.5%","38.5%","91.8%","8.2%","0%",13.1,"Preparatoria"
"Heroica Guaymas","26029000132","JUAN FRANCISCO PATRON MARQUEZ",49,170,"49.4%","50.6%","25.9%","65.9%","8.2%",11.5,"Secundaria"
"Heroica Guaymas","260290001320","PARQUE INDUSTRIAL PESQUERO",0,0,NA,NA,NA,NA,NA,NA,NA
"Heroica Guaymas","260290001323","AMPLIACION INDEPENDENCIA I",226,598,"47.9%","52.1%","28.6%","56.9%","14.5%",9.2,"Secundaria"
"Heroica Guaymas","260290001324","AMPLIACION INDEPENDENCIA II",135,356,"50.3%","49.7%","26.4%","59.3%","14.3%",9.4,"Secundaria"
"Heroica Guaymas","260290001325","EL CENTINELA",589,1712,"51.8%","48.2%","28.7%","54.3%","16.9%",9.9,"Secundaria"
"Heroica Guaymas","260290001327","CERRO 27",35,76,"51.3%","48.7%","21.1%","63.2%","15.8%",13.4,"Preparatoria"
"Heroica Guaymas","260290001329","CERRO 29",3,13,"30.8%","69.2%","30.8%","69.2%","0%",7.8,"Primaria"
"Heroica Guaymas","260290001332","BALDIOS",21,54,"53.1%","46.9%","31.5%","61.1%","7.4%",9.6,"Secundaria"
"Heroica Guaymas","26029000136","LOS VERGELES",168,511,"54.8%","45.2%","38.7%","58.1%","3.1%",10.9,"Secundaria"
"Heroica Guaymas","26029000139","LUIS DONALDO COLOSIO",908,2078,"51.8%","48.2%","18.3%","69.4%","12.3%",11.1,"Secundaria"
"Heroica Guaymas","26029000142","AMPLIACION LOMA LINDA",133,458,"48.5%","51.5%","32.5%","55.5%","12%",9,"Secundaria"
"Heroica Guaymas","26029000143","LOMA LINDA",325,969,"51.1%","48.9%","26.8%","57.7%","15.5%",9.7,"Secundaria"
"Heroica Guaymas","26029000146","FEMOSA O EL TULAR",77,168,"46.4%","53.6%","38.1%","43.5%","18.5%",10.9,"Secundaria"
"Heroica Guaymas","26029000147","LOS PINOS",32,83,"58.4%","41.6%","36.1%","55.4%","8.4%",10.5,"Secundaria"
"Heroica Guaymas","26029000148","18 DE MARZO",31,79,"53.2%","46.8%","24.1%","59.5%","16.5%",11.9,"Secundaria"
"Heroica Guaymas","26029000149","AEROPUERTO",93,167,"45.5%","54.5%","36.5%","53.9%","9.6%",10.6,"Secundaria"
"Heroica Guaymas","2602900015","YUCATAN",947,2379,"50.2%","49.8%","24.6%","53.6%","21.9%",9.2,"Secundaria"
"Heroica Guaymas","26029000150","CAMPO DE TIRO",35,109,"47%","53%","25.7%","56.9%","17.4%",13.3,"Preparatoria"
"Heroica Guaymas","26029000152","LAS JUNTAS",66,146,"48.6%","51.4%","13.7%","71.9%","14.4%",13.9,"Preparatoria"
"Heroica Guaymas","260290001522","LOS RIOS",59,146,"50.7%","49.3%","15.1%","64.4%","20.5%",14.4,"Preparatoria"
"Heroica Guaymas","26029000158","LAS QUINTAS",21,60,"51.9%","48.1%","41.7%","58.3%","0%",12.6,"Secundaria"
"Heroica Guaymas","26029000159","LAS TINAJAS",64,119,"53.6%","46.4%","25.2%","52.1%","22.7%",14.5,"Preparatoria"
"Heroica Guaymas","2602900016","SAN GILBERTO",4,5,NA,NA,NA,NA,NA,NA,NA
"Heroica Guaymas","26029000160","MIRAMAR",258,535,"49.8%","50.2%","24.7%","58.5%","16.8%",14.1,"Preparatoria"
"Heroica Guaymas","26029000161","EL DORADO",198,513,"49.9%","50.1%","27.1%","64.9%","8%",13.4,"Preparatoria"
"Heroica Guaymas","26029000162","GIL SAMANIEGO",673,1817,"51%","49%","25%","55.4%","19.6%",10.5,"Secundaria"
"Heroica Guaymas","2602900016268","ADOLFO DE LA HUERTA",1169,3564,"49.4%","50.6%","31.7%","55.2%","13.1%",8.7,"Primaria"
"Heroica Guaymas","2602900016269","INDEPENDENCIA",585,1675,"49.4%","50.6%","35.5%","53.1%","11.3%",9.3,"Secundaria"
"Heroica Guaymas","2602900016277","SIN NOMBRE 277",0,0,NA,NA,NA,NA,NA,NA,NA
"Heroica Guaymas","2602900016278","RESIDENCIAL MISIONEROS",324,910,"54.1%","45.9%","31%","63.5%","5.5%",10.6,"Secundaria"
"Heroica Guaymas","2602900016280","MONTE CARLO",11,22,"59.1%","40.9%","31.8%","68.2%","0%",15.9,"Licenciatura"
"Heroica Guaymas","2602900016292","EL DIAMANTE 1",206,604,"50.2%","49.8%","36.6%","59.8%","3.6%",10.8,"Secundaria"
"Heroica Guaymas","26029000163","100 CASAS",68,238,"51.3%","48.7%","28.2%","56.3%","15.5%",10.8,"Secundaria"
"Heroica Guaymas","2602900016316","BICENTENARIO",111,289,"49.5%","50.5%","38.4%","55.7%","5.9%",8.3,"Primaria"
"Heroica Guaymas","2602900016320","VILLA ZARINA",212,635,"49.1%","50.9%","40.5%","57.2%","2.4%",12.4,"Secundaria"
"Heroica Guaymas","2602900016332","COLINAS DEL SOL",116,380,"52.4%","47.6%","44.7%","53.4%","1.8%",10.5,"Secundaria"
"Heroica Guaymas","2602900016333","COLINAS DE MIRAMAR 2",56,153,"49%","51%","33.3%","64.7%","2%",13.2,"Preparatoria"
"Heroica Guaymas","2602900016334","HUMBERTO GUTIERREZ CORONA",131,236,"49.7%","50.3%","41.9%","46.6%","11.4%",10,"Secundaria"
"Heroica Guaymas","2602900016343","VISTA AZUL",92,258,"52%","48%","34.5%","61.2%","4.3%",14.2,"Preparatoria"
"Heroica Guaymas","2602900016379","FUENTE DE PIEDRA",275,799,"49.2%","50.8%","39.5%","60.5%","0%",11.6,"Secundaria"
"Heroica Guaymas","26029000164","5 DE MAYO",210,660,"52.8%","47.2%","32%","62.6%","5.5%",10.5,"Secundaria"
"Heroica Guaymas","2602900016438","NUEVO HORIZONTE",80,181,"52%","48%","35.9%","62.4%","1.7%",13.2,"Preparatoria"
"Heroica Guaymas","2602900016464","ROCA FUERTE",50,79,"54.5%","45.5%","20.3%","79.7%","0%",13.2,"Preparatoria"
"Heroica Guaymas","2602900016524","RESIDENCIAL CORTEZ",85,225,"49.8%","50.2%","38.7%","58.7%","2.7%",15.2,"Licenciatura"
"Heroica Guaymas","2602900016540","EL PEDREGAL QUIROGA",29,63,"49.2%","50.8%","31.7%","68.3%","0%",14.3,"Preparatoria"
"Heroica Guaymas","2602900016570","VERSALLES",138,241,"55.7%","44.3%","36.5%","63.5%","0%",12.6,"Secundaria"
"Heroica Guaymas","2602900016573","PRIVADAS DEL MAR",41,64,"50%","50%","35.9%","56.2%","7.8%",15.2,"Licenciatura"
"Heroica Guaymas","2602900016574","TORRES DE FATIMA",2,0,NA,NA,NA,NA,NA,NA,NA
"Heroica Guaymas","2602900016592","PRADERA DORADA",419,835,"50.4%","49.6%","36.8%","61.8%","1.4%",11.6,"Secundaria"
"Heroica Guaymas","2602900016593","RESIDENCIAL SAN SEBASTIAN",411,1169,"51.9%","48.1%","40.5%","57.6%","1.9%",10.2,"Secundaria"
"Heroica Guaymas","2602900016594","RESIDENCIAL LAS ACACIAS",228,646,"49.7%","50.3%","38.2%","60.1%","1.7%",10.2,"Secundaria"
"Heroica Guaymas","2602900016622","BRISAS DE MIRAMAR",13,0,NA,NA,NA,NA,NA,NA,NA
"Heroica Guaymas","2602900016655","RESIDENCIAL ARAN JUEZ",393,528,"53%","47%","40.3%","57.6%","2.1%",10,"Secundaria"
"Heroica Guaymas","2602900016656","RESIDENCIAL GUADALUPE",53,80,"50%","50%","20%","65%","15%",11.9,"Secundaria"
"Heroica Guaymas","2602900016827","VILLAS DEL PARQUE",116,296,"51%","49%","29.7%","60.8%","9.5%",12.6,"Secundaria"
"Heroica Guaymas","2602900017","EL RASTRO",546,1476,"46.8%","53.2%","26.6%","56.3%","17.1%",9.1,"Secundaria"
